Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
724,50,RL,60,8172,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,4,6,1954,1972,Gable,2,MetalSd,MetalSd,1,0,3,3,4,3,3,1,1,0,1,0,941,941,5,5,Y,5,997,473,0,1470,0,0,2,0,4,1,3,7,8,0,0,1,1958,1,1,548,3,3,3,0,0,0,0,156,0,0,0,,0,5,2008,WD,Normal,135000
725,20,RL,86,13286,2,0,3,4,4,5,3,Edwards,Norm,Norm,1Fam,1,9,5,2007,2008,Hip,2,CemntBd,CmentBd,5,340,5,3,4,5,3,1,6,1234,1,0,464,1698,5,5,Y,5,1698,0,0,1698,1,0,2,0,3,1,5,8,8,1,4,5,2007,3,3,768,3,3,3,327,64,0,0,0,0,0,0,,0,2,2009,WD,Normal,320000
726,20,RL,60,6960,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,4,6,1970,1970,Gable,2,HdBoard,Plywood,1,0,3,3,5,3,3,1,5,375,4,239,250,864,5,3,Y,5,864,0,0,864,0,0,1,0,3,1,4,5,8,0,0,1,1989,1,2,660,3,3,3,96,0,0,0,0,0,0,0,Shed,500,11,2009,WD,Normal,120500
727,20,RL,81.05113393,21695,2,0,3,4,4,4,3,Crawfor,Norm,Norm,1Fam,1,6,9,1988,2007,Hip,2,Wd Sdng,Plywood,3,260,4,4,5,4,3,1,6,808,1,0,72,880,5,5,Y,5,1680,0,0,1680,1,0,2,0,3,1,4,5,8,1,4,5,1988,3,2,540,3,3,3,292,44,0,182,0,0,0,0,,0,12,2009,WD,Normal,222000
728,20,RL,64,7314,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2007,2007,Gable,2,VinylSd,VinylSd,5,82,4,3,4,4,3,3,6,724,1,0,508,1232,5,5,Y,5,1232,0,0,1232,1,0,2,0,2,1,4,6,8,0,0,5,2007,2,2,632,3,3,3,132,0,0,0,0,0,0,0,,0,2,2009,WD,Normal,194500
729,90,RL,85,11475,2,0,4,4,4,4,3,NAmes,Norm,Norm,Duplex,1,5,5,1958,1958,Gable,2,VinylSd,VinylSd,3,95,3,3,5,3,3,1,1,0,1,0,1584,1584,5,3,Y,5,1776,0,0,1776,1,0,2,0,4,2,3,9,8,0,0,1,1968,1,3,888,3,3,3,0,25,0,0,0,0,0,0,,0,7,2009,COD,Abnorml,110000
730,30,RM,52,6240,2,3,4,4,4,5,3,IDOTRR,Norm,Norm,1Fam,2,4,5,1925,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,4,152,1,0,628,780,5,3,Y,4,848,0,360,1208,0,0,1,0,2,1,3,5,8,0,0,1,1962,1,2,539,3,3,3,0,23,112,0,0,0,0,0,,0,1,2009,WD,Normal,103000
731,120,RL,39,5389,2,0,3,4,4,5,3,StoneBr,Norm,Norm,TwnhsE,1,8,5,1995,1996,Gable,2,CemntBd,CmentBd,1,0,4,3,4,4,3,1,6,1180,1,0,415,1595,5,5,Y,5,1616,0,0,1616,1,0,2,0,2,1,4,5,8,1,3,5,1995,2,2,608,3,3,3,237,152,0,0,0,0,0,0,,0,3,2010,WD,Normal,236500
732,80,RL,73,9590,2,0,3,4,4,4,3,Timber,Norm,Norm,1Fam,8,7,5,2003,2003,Gable,2,VinylSd,VinylSd,3,442,4,3,4,5,3,3,6,786,1,0,82,868,5,5,Y,5,1146,0,0,1146,1,0,2,0,3,1,4,6,8,1,4,5,2003,3,2,438,3,3,3,160,22,0,0,0,0,0,0,,0,5,2007,WD,Normal,187500
733,60,RL,75,11404,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,1998,1999,Gable,2,VinylSd,VinylSd,3,202,4,3,4,4,3,3,5,252,1,0,901,1153,5,5,Y,5,1153,878,0,2031,0,0,2,1,3,1,4,8,8,1,3,5,1998,3,2,541,3,3,3,192,84,0,0,0,0,0,0,,0,7,2008,WD,Normal,222500
734,20,RL,80,10000,2,0,4,4,4,4,3,Sawyer,Feedr,Norm,1Fam,1,5,6,1961,1983,Hip,2,HdBoard,HdBoard,1,0,3,3,5,3,3,1,4,594,1,0,270,864,5,5,Y,5,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,3,5,1961,2,1,264,3,3,3,165,0,0,0,0,0,0,2,Shed,400,3,2009,WD,Normal,131400
735,20,RL,76.88218958,8978,2,0,3,4,4,4,3,Sawyer,Norm,Norm,1Fam,1,5,5,1968,1968,Gable,2,Plywood,Plywood,1,0,3,3,4,3,3,1,1,0,1,0,948,948,5,3,Y,5,948,0,0,948,0,0,1,0,3,1,3,6,8,0,0,5,1968,1,1,300,3,3,3,147,0,0,0,0,0,0,0,,0,5,2007,WD,Family,108000
736,75,RM,60,10800,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,6,7,7,1914,1970,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,4,3,2,3,390,1,0,490,880,4,2,N,5,880,888,0,1768,0,0,1,1,2,1,3,6,8,2,3,1,1914,1,2,320,3,3,1,0,341,0,0,0,0,0,0,,0,10,2006,WD,Normal,163000
737,90,RL,60,8544,2,0,4,4,4,5,3,NAmes,Norm,Norm,Duplex,1,3,4,1950,1950,Gable,2,Stucco,Stone,1,0,3,3,5,0,0,0,0,0,0,0,0,0,5,4,N,2,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,1,1949,1,2,400,3,3,3,0,0,0,0,0,0,0,0,,0,7,2006,WD,Normal,93500
738,60,RL,72,10463,2,0,3,2,4,3,3,Gilbert,Norm,Norm,1Fam,4,8,5,2005,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,893,893,5,5,Y,5,901,900,0,1801,0,0,2,1,3,1,4,8,8,1,4,5,2005,3,3,800,3,3,3,0,116,0,0,0,0,0,0,,0,6,2006,WD,Normal,239900
739,90,RL,60,10800,2,0,4,4,4,5,3,Edwards,Norm,Norm,Duplex,1,5,5,1987,1988,Gable,2,Plywood,Plywood,1,0,3,3,5,4,4,4,6,1200,1,0,0,1200,5,3,Y,5,1200,0,0,1200,3,0,3,0,3,1,3,5,8,0,0,0,0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,,0,3,2009,WD,Alloca,179000
740,60,RL,65,9313,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,2004,2004,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,864,864,5,5,Y,5,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,0,5,2004,2,2,572,3,3,3,187,56,0,0,0,0,0,0,,0,4,2009,WD,Normal,190000
741,70,RM,60,9600,2,3,4,4,4,5,3,OldTown,Norm,Norm,1Fam,4,5,7,1910,2002,Gable,2,Wd Sdng,Wd Shng,1,0,3,4,6,2,2,1,1,0,1,0,264,264,5,5,Y,5,768,664,0,1432,0,0,2,0,2,1,3,7,8,0,0,1,1910,1,2,360,3,4,3,270,0,112,0,0,0,0,4,,0,5,2007,WD,Abnorml,132000
742,20,RL,65,6768,2,0,3,4,4,5,3,Sawyer,Feedr,Norm,1Fam,1,6,8,1961,1996,Hip,2,HdBoard,HdBoard,1,0,3,4,5,3,3,2,6,832,1,0,80,912,5,4,Y,5,912,0,0,912,1,1,1,0,3,1,4,5,8,0,0,1,1962,1,1,288,3,3,3,168,0,0,0,0,0,0,4,,0,5,2008,WD,Normal,142000
743,20,RL,65,8450,2,0,4,4,4,5,3,SawyerW,Norm,Norm,1Fam,1,7,5,2000,2001,Gable,2,VinylSd,VinylSd,3,108,3,3,4,4,3,1,1,0,1,0,1349,1349,5,5,Y,5,1349,0,0,1349,0,0,2,0,3,1,3,6,8,0,0,5,2000,1,2,539,3,3,3,120,55,0,0,0,0,0,4,,0,12,2007,WD,Normal,179000
744,80,RL,70,12886,2,0,3,4,4,5,3,Sawyer,Norm,Norm,1Fam,8,5,6,1963,1999,Gable,2,HdBoard,HdBoard,1,0,3,3,5,4,3,3,5,444,1,0,76,520,5,5,Y,5,1464,0,0,1464,0,1,2,0,3,1,3,6,6,1,3,5,1997,2,2,480,3,3,3,302,0,0,0,100,0,0,0,,0,10,2009,WD,Normal,175000
745,120,RL,41,5395,2,0,3,2,4,5,3,StoneBr,Norm,Norm,TwnhsE,1,8,5,1993,1993,Gable,2,HdBoard,HdBoard,1,0,4,3,4,4,3,1,6,733,1,0,604,1337,5,4,Y,5,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,3,5,1993,2,2,462,3,3,3,96,0,70,168,0,0,0,0,,0,10,2008,WD,Normal,180000
746,60,RL,78.49422569,8963,2,0,3,4,4,5,3,NWAmes,Norm,Norm,1Fam,4,8,9,1976,1996,Hip,2,VinylSd,VinylSd,3,289,5,4,5,3,4,1,6,575,5,80,487,1142,5,5,Y,5,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,3,3,1994,3,2,831,3,3,3,0,204,0,0,0,0,0,0,,0,7,2008,WD,Normal,299800
747,60,RL,75.37570203,8795,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,7,5,2000,2000,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,300,1,0,652,952,5,5,Y,5,980,1276,0,2256,0,0,2,1,4,1,4,8,8,1,3,3,2000,3,2,554,3,3,3,224,54,0,0,0,0,0,0,,0,4,2009,WD,Normal,236000
748,70,RM,65,11700,2,2,3,4,4,4,3,OldTown,Norm,Norm,1Fam,4,7,7,1880,2003,Mansard,2,Stucco,Stucco,1,0,4,3,2,3,2,1,1,0,1,0,1240,1240,4,3,N,5,1320,1320,0,2640,0,0,1,1,4,1,4,8,8,1,4,1,1950,1,4,864,3,3,1,181,0,386,0,0,0,0,0,,0,5,2009,WD,Normal,265979
749,20,RL,59,10593,2,0,3,4,4,5,3,NoRidge,Norm,Norm,1Fam,1,7,5,1996,1996,Hip,2,VinylSd,VinylSd,3,338,4,3,4,4,3,1,6,919,1,0,801,1720,5,5,Y,5,1720,0,0,1720,1,0,2,0,3,1,4,7,8,1,3,5,1996,3,2,527,3,3,3,240,56,154,0,0,0,0,0,,0,3,2010,WD,Normal,260400
750,50,RL,50,8405,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,4,3,1945,1950,Gable,2,WdShing,Wd Shng,1,0,3,3,3,0,0,0,0,0,0,0,0,0,1,3,N,2,1088,441,0,1529,0,0,2,0,4,1,3,9,5,0,0,1,1945,1,1,240,3,3,1,92,0,185,0,0,0,0,0,,0,4,2009,WD,Normal,98000
751,50,RM,55,8800,2,3,4,4,4,4,3,OldTown,Norm,Norm,1Fam,2,4,7,1910,2004,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,2,1,1,0,1,0,576,576,5,4,Y,5,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,0,0,0,0,0,0,0,0,1,0,160,0,0,0,0,0,0,,0,6,2010,WD,Normal,96500
752,60,RL,60.94558907,7750,2,0,4,4,4,5,3,Gilbert,RRAn,Norm,1Fam,4,7,5,2003,2003,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,660,660,5,5,Y,5,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,0,5,2003,3,2,400,3,3,3,0,48,0,0,0,0,0,0,,0,8,2007,WD,Normal,162000
753,20,RL,79,9236,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,6,5,1997,1997,Gable,2,VinylSd,VinylSd,1,0,3,4,4,4,3,4,6,1200,1,0,279,1479,5,5,Y,5,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,0,5,1997,2,2,576,3,3,3,168,27,0,0,0,0,0,0,,0,7,2006,WD,Normal,217000
754,60,RL,80,10240,2,0,4,4,4,5,3,NridgHt,Norm,Norm,1Fam,4,8,5,2005,2005,Gable,2,VinylSd,VinylSd,3,178,4,3,4,4,3,2,1,0,1,0,1030,1030,5,4,Y,5,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,4,5,2005,2,3,878,3,3,3,192,52,0,0,0,0,0,0,,0,3,2006,WD,Normal,275500
755,20,RL,61,7930,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,8,1969,2005,Gable,2,Plywood,Plywood,1,0,3,3,5,3,3,1,6,439,2,472,115,1026,5,4,Y,5,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,0,1,1969,2,2,440,3,3,3,171,48,0,0,0,0,0,0,,0,7,2009,WD,Normal,156000
756,160,FV,34,3230,2,2,4,4,4,5,3,Somerst,Norm,Norm,TwnhsE,4,6,5,1999,1999,Gable,2,MetalSd,MetalSd,3,894,3,3,4,4,3,1,6,381,1,0,348,729,5,4,Y,5,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,0,1,1999,1,2,440,3,3,3,0,24,0,0,0,0,0,0,,0,3,2009,WD,Normal,172500
757,60,RL,68,10769,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,8,5,2007,2007,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,6,20,1,0,846,866,5,5,Y,5,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,0,5,2007,2,2,578,3,3,3,144,105,0,0,0,0,0,0,,0,4,2009,WD,Normal,212000
758,60,RL,75.19707558,11616,2,0,3,4,4,3,3,Sawyer,Norm,Norm,1Fam,4,6,5,1978,1978,Hip,2,HdBoard,HdBoard,4,328,3,3,5,3,3,2,3,438,1,0,234,672,5,3,Y,5,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,3,5,1978,3,2,440,3,3,3,335,0,0,0,0,0,0,4,,0,4,2010,WD,Abnorml,158900
759,160,FV,24,2280,2,2,4,4,4,5,3,Somerst,Norm,Norm,Twnhs,4,7,5,1999,1999,Gable,2,MetalSd,MetalSd,3,360,3,3,4,4,3,1,5,549,1,0,195,744,5,4,Y,5,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,0,1,1999,1,2,440,3,3,3,0,0,0,0,0,0,0,0,,0,8,2008,WD,Normal,179400
760,60,RL,65,12257,2,0,3,4,4,5,3,NoRidge,Norm,Norm,1Fam,4,8,5,1995,1995,Gable,2,VinylSd,VinylSd,3,513,4,3,4,4,3,3,2,56,5,64,1198,1318,5,5,Y,5,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,3,5,1995,2,3,752,3,3,3,222,98,0,0,0,0,0,0,,0,11,2007,WD,Normal,290000
761,20,RL,70,9100,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,6,1959,1959,Hip,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,3,612,1,0,252,864,5,5,Y,5,864,0,0,864,0,0,1,0,2,1,3,5,8,0,0,1,2008,1,1,300,5,5,3,0,0,0,0,0,0,0,0,Shed,450,10,2009,WD,Normal,127500
762,30,RM,60,6911,2,0,4,4,4,2,3,BrkSide,Feedr,Norm,1Fam,1,5,5,1924,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,3,3,2,2,405,1,0,740,1145,5,3,Y,5,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,1,1965,1,2,440,3,3,3,0,0,0,0,0,0,0,0,,0,10,2009,WD,Normal,100000
763,60,FV,72,8640,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,4,7,5,2009,2009,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,2,6,24,1,0,732,756,5,5,Y,5,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,0,5,2009,1,2,614,3,3,3,169,45,0,0,0,0,0,0,,0,6,2010,Con,Normal,215200
764,60,RL,82,9430,2,0,4,4,4,5,3,NoRidge,Norm,Norm,1Fam,4,8,5,1999,1999,Gable,2,VinylSd,VinylSd,3,673,4,3,4,4,3,2,6,1163,1,0,89,1252,5,5,Y,5,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,4,5,1999,2,3,856,3,3,3,0,128,0,0,180,0,0,0,,0,7,2009,WD,Normal,337000
765,120,RL,30,9549,2,0,3,4,4,3,3,Veenker,Norm,Norm,TwnhsE,1,8,5,1995,1996,Hip,2,BrkFace,BrkFace,1,0,4,4,4,4,4,3,2,437,6,1057,0,1494,5,5,Y,5,1494,0,0,1494,1,0,1,1,2,1,5,6,8,1,4,5,1995,3,2,481,3,3,3,0,30,0,0,216,0,0,0,,0,4,2006,WD,Normal,270000
766,20,RL,75,14587,2,0,3,4,4,5,3,Somerst,Norm,Norm,1Fam,1,9,5,2008,2008,Gable,2,VinylSd,VinylSd,5,284,4,3,4,4,3,1,1,0,1,0,1498,1498,5,5,Y,5,1506,0,0,1506,0,0,2,0,2,1,5,6,8,1,4,5,2008,3,2,592,3,3,3,0,174,0,0,0,0,0,0,,0,8,2008,New,Partial,264132
767,60,RL,80,10421,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,4,7,5,1988,1988,Gable,2,HdBoard,HdBoard,3,42,3,3,5,4,3,1,6,394,1,0,586,980,5,3,Y,5,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,3,5,1988,1,2,496,3,3,3,228,66,156,0,0,0,0,3,Shed,500,3,2010,WD,Normal,196500
768,50,RL,75,12508,2,0,3,4,4,5,3,Mitchel,Norm,Norm,1Fam,2,6,7,1940,1985,Gable,2,VinylSd,VinylSd,1,0,3,3,5,4,3,2,5,660,1,0,323,983,5,5,Y,5,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,0,5,1989,1,1,423,3,3,3,245,0,156,0,0,0,0,0,Shed,1300,7,2008,WD,Normal,160000
769,20,RL,70,9100,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2004,2005,Hip,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,24,1,0,1836,1860,5,5,Y,5,1836,0,0,1836,0,0,2,0,3,1,4,8,8,1,4,5,2004,3,2,484,3,3,3,120,33,0,0,0,0,0,0,,0,10,2006,WD,Normal,216837
770,60,RL,47,53504,2,0,2,2,4,3,2,StoneBr,Norm,Norm,1Fam,4,8,5,2003,2003,Hip,2,CemntBd,Wd Shng,3,603,5,3,4,4,3,4,5,1416,1,0,234,1650,5,5,Y,5,1690,1589,0,3279,1,0,3,1,4,1,5,12,5,1,4,3,2003,3,3,841,3,3,3,503,36,0,0,210,0,0,0,,0,6,2010,WD,Normal,538000
771,85,RL,76.84808621,7252,2,0,3,4,4,3,3,Sawyer,Norm,Norm,1Fam,7,5,5,1982,1982,Hip,2,Wd Sdng,Wd Sdng,1,0,3,3,5,4,3,3,6,685,1,0,173,858,5,3,Y,5,858,0,0,858,1,0,1,0,2,1,3,5,8,0,0,1,1983,1,2,576,3,3,3,120,0,0,0,0,0,0,0,,0,4,2009,WD,Normal,134900
772,20,RL,67,8877,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,1,4,5,1951,1951,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,2,2,1,2,836,1,0,0,836,5,3,Y,2,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,0,1,1951,1,2,396,3,3,3,0,0,0,0,0,0,0,0,,0,4,2006,COD,Normal,102000
773,80,RL,94,7819,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,8,6,5,1976,1976,Gable,2,Plywood,Plywood,1,0,3,3,5,3,3,3,5,422,4,127,480,1029,5,3,Y,5,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,3,1,1976,1,2,672,3,3,3,144,0,0,0,0,0,0,3,,0,3,2010,WD,Abnorml,107000
774,20,RL,70,10150,2,0,4,4,4,5,3,NAmes,Feedr,Norm,1Fam,1,5,5,1958,1958,Gable,2,Wd Sdng,Wd Sdng,1,1,3,3,5,3,3,1,3,456,1,0,456,912,5,5,Y,4,912,0,0,912,0,0,1,0,2,1,3,5,8,0,0,5,1958,2,1,275,3,3,3,0,0,0,0,0,0,0,0,,0,7,2007,COD,Normal,114500
775,20,RL,110,14226,2,0,4,4,4,4,3,NridgHt,Norm,Norm,1Fam,1,8,5,2006,2006,Hip,2,VinylSd,VinylSd,3,375,4,3,4,4,3,3,1,0,1,0,1935,1935,5,4,Y,5,1973,0,0,1973,0,0,2,0,3,1,4,9,8,1,4,5,2006,3,3,895,3,3,3,315,45,0,0,0,0,0,0,,0,7,2007,New,Partial,395000
776,120,RM,32,4500,2,0,4,4,4,2,3,Mitchel,Norm,Norm,TwnhsE,1,6,5,1998,1998,Hip,2,VinylSd,VinylSd,3,320,3,3,4,5,3,1,6,866,1,0,338,1204,5,5,Y,5,1204,0,0,1204,1,0,2,0,2,1,3,5,8,0,0,5,1998,3,2,412,3,3,3,0,247,0,0,0,0,0,0,,0,6,2009,WD,Normal,162000
777,20,RL,86,11210,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2005,2006,Gable,2,VinylSd,VinylSd,3,240,4,3,4,4,3,3,6,20,1,0,1594,1614,5,5,Y,5,1614,0,0,1614,0,0,2,0,3,1,4,7,8,0,0,5,2005,2,3,865,3,3,3,144,59,0,0,0,0,0,0,,0,7,2006,New,Partial,221500
778,20,RL,100,13350,2,0,3,4,4,5,3,Sawyer,Norm,Norm,1Fam,1,5,5,1974,1974,Hip,2,HdBoard,Plywood,1,0,3,3,5,3,3,1,5,762,1,0,102,864,5,3,Y,5,894,0,0,894,1,0,1,0,3,1,3,5,8,1,2,5,1974,1,2,440,3,3,3,241,0,0,0,0,0,0,3,,0,6,2006,WD,Normal,142500
779,90,RH,60,8400,2,0,4,4,4,5,3,SawyerW,Feedr,Norm,Duplex,1,5,5,1977,1977,Gable,2,Plywood,Plywood,3,320,3,3,3,0,0,0,0,0,0,0,0,0,5,3,Y,5,2020,0,0,2020,0,0,2,0,4,2,3,10,8,2,3,1,1977,1,2,630,3,3,3,0,0,0,0,0,0,0,0,,0,10,2007,WD,Normal,144000
780,90,RL,78,10530,2,0,4,4,4,5,3,Mitchel,Norm,Norm,Duplex,7,6,5,1977,1977,Gable,2,Plywood,ImStucc,3,90,3,3,5,4,3,4,6,975,1,0,0,975,5,3,Y,5,1004,0,0,1004,1,0,1,0,2,1,3,4,8,0,0,5,1977,1,2,504,3,3,3,0,0,0,0,0,0,0,0,,0,5,2006,WD,Normal,135000
781,20,RL,63,7875,2,0,4,4,4,5,3,Gilbert,Norm,Norm,1Fam,1,7,5,1995,1996,Gable,2,HdBoard,HdBoard,3,38,3,3,4,4,4,1,1,0,1,0,1237,1237,5,4,Y,5,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,3,5,1995,3,2,402,3,3,3,220,21,0,0,0,0,0,0,,0,6,2007,WD,Normal,176000
782,60,RL,65,7153,2,0,4,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,6,5,1992,1992,Gable,2,VinylSd,VinylSd,1,0,4,4,4,4,3,1,5,387,1,0,374,761,5,5,Y,5,810,793,0,1603,0,0,2,1,3,1,4,7,8,0,0,5,1992,2,2,484,3,3,3,0,124,0,0,0,0,0,0,,0,7,2006,WD,Normal,175900
783,20,RL,67,16285,2,0,2,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2001,2002,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,1413,1413,5,5,Y,5,1430,0,0,1430,0,0,2,0,3,1,4,6,8,0,0,5,2001,2,2,605,3,3,3,0,33,0,0,0,0,0,0,,0,6,2009,WD,Normal,187100
784,85,RL,64.05819025,9101,2,0,3,4,4,4,3,Mitchel,Norm,Norm,1Fam,7,5,6,1978,1978,Gable,2,Plywood,Plywood,3,104,3,4,4,4,3,3,6,1097,1,0,0,1097,5,5,Y,5,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,3,5,1978,3,2,602,3,3,3,303,30,0,0,0,0,0,0,,0,7,2009,WD,Normal,165500
785,75,RM,35,6300,2,3,4,4,4,5,3,OldTown,Norm,Norm,1Fam,6,6,6,1914,2001,Gable,2,Wd Sdng,Wd Shng,1,0,3,3,5,3,3,1,1,0,1,0,742,742,5,5,Y,5,742,742,0,1484,0,0,2,0,3,1,3,9,8,1,4,0,0,0,0,0,0,0,3,0,291,134,0,0,0,0,0,,0,6,2008,WD,Normal,128000
786,20,RL,73.58636203,9790,2,0,4,4,4,5,3,NWAmes,Feedr,Norm,1Fam,1,6,5,1967,1967,Gable,2,BrkFace,Wd Sdng,1,0,3,3,5,3,3,1,3,251,2,630,491,1372,5,3,Y,5,1342,0,0,1342,0,0,2,0,3,1,3,7,8,1,4,5,1967,1,2,457,3,3,3,0,0,0,0,197,0,0,0,,0,9,2009,WD,Normal,161500
787,50,RM,60,10800,2,0,4,4,4,5,3,OldTown,Artery,Norm,1Fam,2,5,6,1915,1950,Gable,2,MetalSd,MetalSd,1,0,3,4,4,2,3,1,2,686,1,0,0,686,5,3,Y,5,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,0,1,1961,1,1,416,3,3,3,0,0,196,0,0,0,0,0,Shed,1200,6,2010,WD,Normal,139000
788,60,RL,76,10142,2,0,3,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,7,5,2004,2004,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,656,1,0,300,956,5,5,Y,5,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,0,3,2004,2,2,618,3,3,3,0,45,0,0,0,0,0,0,,0,1,2010,WD,Normal,233000
789,20,RM,50,6000,2,0,4,4,4,4,3,OldTown,Norm,Norm,1Fam,1,4,7,1954,2000,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,1,0,1,0,901,901,5,5,Y,5,901,0,0,901,0,0,1,0,2,1,3,4,8,0,0,1,1954,1,1,281,2,3,3,0,0,0,0,0,0,0,0,,0,8,2008,WD,Normal,107900
790,60,RL,78.28405354,12205,2,0,3,2,4,5,3,ClearCr,Norm,Norm,1Fam,4,6,8,1966,2007,Gable,2,HdBoard,HdBoard,3,157,3,3,5,3,2,4,2,568,1,0,264,832,5,4,Y,5,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,0,5,1966,3,2,444,3,3,3,133,168,0,0,0,0,0,0,,0,7,2007,WD,Normal,187500
791,120,RL,43,3182,2,0,4,4,4,5,3,Blmngtn,Norm,Norm,TwnhsE,1,7,5,2005,2006,Gable,2,VinylSd,VinylSd,3,11,4,3,4,4,3,1,6,16,1,0,1129,1145,5,5,Y,5,1145,0,0,1145,0,0,2,0,2,1,4,5,8,1,4,5,2005,3,2,397,3,3,3,100,16,0,0,0,0,0,0,,0,9,2009,WD,Normal,160200
