index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
694,695,50,RM,51,6120,2,0,4,4,4,4,3,BrkSide,Norm,Norm,1Fam,2,5,6,1936,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,2,6,3,3,1,1,0,1,0,927,927,5,3,Y,5,1067,472,0,1539,0,0,1,1,3,1,3,5,8,0,0,1,1995,1,2,576,3,3,3,112,0,0,0,0,0,0,3,,0,4,2009,WD,Normal,141500
695,696,20,RL,54,13811,2,0,3,4,4,5,3,Timber,Norm,Norm,1Fam,1,6,6,1987,1987,Gable,2,HdBoard,HdBoard,3,72,3,3,5,4,4,1,6,980,2,40,92,1112,5,4,Y,5,1137,0,0,1137,1,0,2,0,2,1,4,5,8,1,3,5,1987,1,2,551,3,3,3,125,0,0,0,0,0,0,0,,0,7,2006,WD,Normal,176000
696,697,30,RM,50,6000,2,0,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,1,5,7,1921,1950,Gable,2,Wd Sdng,Wd Shng,1,0,3,3,5,3,3,1,2,616,1,0,0,616,5,4,Y,5,616,0,0,616,0,0,1,0,2,1,3,4,8,0,0,1,1921,1,1,205,3,3,3,0,0,129,0,0,0,0,0,,0,6,2006,WD,Normal,89000
697,698,20,RL,57,6420,2,0,3,4,4,5,3,Edwards,Norm,Norm,1Fam,1,5,7,1952,1952,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,5,4,2,2,210,5,551,219,980,5,2,Y,4,1148,0,0,1148,0,1,1,0,2,1,3,6,8,0,0,1,1952,1,1,308,3,3,3,0,0,0,0,0,0,0,0,,0,9,2006,WD,Normal,123500
698,699,20,RL,65,8450,2,0,4,4,4,5,3,Sawyer,RRAe,Norm,1Fam,1,5,8,1965,2009,Gable,2,MetalSd,MetalSd,1,0,3,4,5,3,3,1,6,553,4,117,224,894,5,5,Y,5,894,0,0,894,1,0,1,0,3,1,3,5,8,1,4,1,1973,1,1,336,3,3,3,416,144,0,0,0,0,0,3,,0,4,2010,WD,Normal,138500
699,700,120,FV,59,4282,2,2,2,4,4,5,3,Somerst,Norm,Norm,TwnhsE,1,7,5,2004,2004,Gable,2,MetalSd,MetalSd,1,0,4,3,4,4,3,2,6,16,1,0,1375,1391,5,5,Y,5,1391,0,0,1391,0,0,2,0,2,1,4,5,8,0,0,5,2004,2,2,530,3,3,3,156,158,0,0,0,0,0,0,,0,7,2008,WD,Normal,196000
700,701,20,RL,85,14331,2,0,4,4,4,5,3,Timber,Norm,Norm,1Fam,1,8,5,2002,2002,Hip,2,VinylSd,VinylSd,3,630,4,3,4,5,3,4,6,1274,1,0,526,1800,5,5,Y,5,1800,0,0,1800,1,0,2,0,3,1,4,7,8,1,4,5,2002,3,3,765,3,3,3,270,78,0,0,0,0,0,0,,0,5,2006,WD,Normal,312500
701,702,20,RL,80,9600,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,7,5,1969,1969,Hip,2,HdBoard,HdBoard,3,168,3,3,5,3,3,1,1,0,1,0,1164,1164,5,3,Y,5,1164,0,0,1164,0,0,1,1,3,1,3,6,8,0,0,5,1969,1,2,528,3,3,3,0,0,0,0,0,0,0,0,,0,7,2006,COD,Normal,140000
702,703,60,RL,82,12438,2,0,3,4,4,5,3,StoneBr,Norm,Norm,1Fam,4,8,5,2006,2006,Hip,2,VinylSd,VinylSd,3,466,5,3,4,5,4,1,1,0,1,0,1234,1234,5,5,Y,5,1264,1312,0,2576,0,0,2,1,4,1,5,10,8,1,4,3,2006,3,3,666,3,3,3,324,100,0,0,0,0,0,0,,0,7,2006,New,Partial,361919
703,704,190,RM,76,7630,2,0,4,4,4,5,3,OldTown,Feedr,Norm,2fmCon,4,5,9,1900,1996,Gable,2,Wd Sdng,Wd Sdng,1,0,3,4,6,4,3,1,1,0,1,0,360,360,5,4,Y,5,1032,780,0,1812,0,0,2,0,4,2,4,8,8,1,1,1,1999,1,2,672,3,3,1,344,0,40,0,0,0,0,3,,0,5,2010,WD,Normal,140000
704,705,20,RL,70,8400,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2004,2005,Gable,2,VinylSd,VinylSd,3,109,4,3,4,4,3,3,6,712,1,0,761,1473,5,5,Y,5,1484,0,0,1484,1,0,2,0,3,1,4,7,8,0,0,5,2004,2,2,606,3,3,3,0,35,0,144,0,0,0,0,,0,5,2010,WD,Normal,213000
705,706,190,RM,70,5600,2,0,4,4,4,5,3,IDOTRR,Norm,Norm,2fmCon,4,4,5,1930,1950,Hip,2,VinylSd,Wd Shng,1,0,2,2,3,0,0,0,0,0,0,0,0,0,5,2,N,5,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Othr,3500,7,2010,WD,Normal,55000
706,707,20,RL,,115149,2,0,2,2,4,3,1,ClearCr,Norm,Norm,1Fam,1,7,5,1971,2002,Gable,2,Plywood,Plywood,5,351,3,3,5,4,3,4,6,1219,1,0,424,1643,5,3,Y,5,1824,0,0,1824,1,0,2,0,2,1,4,5,8,2,3,5,1971,1,2,739,3,3,3,380,48,0,0,0,0,0,0,,0,6,2007,WD,Normal,302000
707,708,120,RL,48,6240,2,0,4,4,4,5,3,NridgHt,Norm,Norm,TwnhsE,1,8,5,2006,2006,Hip,2,MetalSd,MetalSd,3,176,4,3,4,4,3,1,6,863,1,0,461,1324,5,5,Y,5,1324,0,0,1324,1,0,2,0,2,1,4,6,8,1,4,5,2006,3,2,550,3,3,3,192,38,0,0,0,0,0,0,,0,12,2009,WD,Normal,254000
708,709,60,RL,65,9018,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,7,5,2007,2007,Hip,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,1,0,1,0,728,728,5,5,Y,5,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,4,5,2007,3,2,400,3,3,3,100,24,0,0,0,0,0,0,,0,7,2007,New,Partial,179540
709,710,20,RL,,7162,2,0,3,4,4,5,3,Sawyer,Norm,Norm,1Fam,1,5,7,1966,1966,Gable,2,HdBoard,HdBoard,4,41,3,3,4,3,3,1,1,0,1,0,876,876,5,3,Y,5,904,0,0,904,0,0,1,0,3,1,3,6,8,0,0,5,1966,1,1,408,3,3,3,0,0,0,0,0,0,0,3,,0,12,2008,WD,Abnorml,109900
710,711,30,RL,56,4130,2,0,3,4,4,5,3,BrkSide,Norm,Norm,1Fam,1,3,6,1935,2003,Gable,2,VinylSd,VinylSd,1,0,4,3,5,3,3,1,1,0,1,0,270,270,5,4,Y,5,729,0,0,729,0,0,1,0,2,1,3,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,7,2008,WD,Normal,52000
711,712,50,C (all),66,8712,2,2,4,2,4,5,2,IDOTRR,Norm,Norm,1Fam,2,4,7,1900,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,2,3,3,2,1,0,1,0,859,859,5,4,Y,5,859,319,0,1178,0,0,1,0,2,1,3,7,8,0,0,1,1964,2,1,384,3,3,1,68,0,98,0,0,0,0,0,,0,1,2010,WD,Abnorml,102776
712,713,120,RL,40,4671,2,0,3,2,4,5,3,StoneBr,Norm,Norm,TwnhsE,1,8,5,1988,1989,Gable,2,HdBoard,HdBoard,1,0,4,3,4,4,3,2,6,767,1,0,461,1228,5,4,Y,5,1228,0,0,1228,1,0,2,0,2,1,4,5,8,1,4,5,1988,3,2,472,3,3,3,168,120,0,0,0,0,0,0,,0,10,2008,WD,Normal,189000
713,714,190,RL,60,9873,2,0,4,4,4,5,3,BrkSide,RRAn,Norm,2fmCon,1,4,5,1970,1970,Gable,2,HdBoard,HdBoard,3,160,3,3,5,3,3,3,5,789,1,0,171,960,4,3,N,5,960,0,0,960,1,0,1,0,3,1,3,6,8,0,0,1,1970,1,2,576,3,3,3,0,288,0,0,0,0,0,0,,0,5,2006,WD,Normal,129000
714,715,60,RL,,13517,2,0,3,4,4,3,3,Sawyer,RRAe,Norm,1Fam,4,6,8,1976,2005,Gable,2,HdBoard,Plywood,3,289,4,3,5,3,3,1,6,533,1,0,192,725,5,5,Y,5,725,754,0,1479,0,0,2,1,3,1,4,6,8,0,0,5,1976,2,2,475,3,3,3,0,44,0,0,0,0,0,0,,0,3,2010,WD,Normal,130500
715,716,20,RL,78,10140,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,6,5,1974,1974,Hip,2,HdBoard,HdBoard,3,174,3,3,5,4,3,1,1,0,1,0,1064,1064,5,3,Y,5,1350,0,0,1350,0,0,2,0,3,1,3,7,8,1,3,5,1974,2,2,478,3,3,3,0,0,0,0,0,0,0,3,,0,8,2009,WD,Normal,165000
716,717,70,RM,60,10800,2,3,4,3,4,5,3,OldTown,Norm,Norm,1Fam,4,7,8,1890,1998,Gable,2,Wd Sdng,VinylSd,1,0,3,4,6,3,3,1,1,0,1,0,718,718,5,5,Y,5,1576,978,0,2554,0,0,1,1,3,1,3,8,8,0,0,1,1996,1,2,704,3,3,2,0,48,143,0,0,0,0,0,,0,7,2007,WD,Normal,159500
717,718,20,RL,80,10000,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,5,6,1973,2000,Gable,2,HdBoard,HdBoard,1,0,3,3,5,4,3,1,4,1084,1,0,92,1176,5,4,Y,5,1178,0,0,1178,0,1,1,1,3,1,4,5,8,1,2,5,1973,1,2,439,3,3,3,224,0,0,0,0,0,0,3,,0,11,2008,WD,Normal,157000
718,719,60,RL,96,10542,2,0,4,4,4,5,3,NoRidge,Norm,Norm,1Fam,4,7,5,1993,1994,Hip,2,Wd Sdng,ImStucc,3,651,4,3,4,4,3,4,6,1173,1,0,138,1311,5,5,Y,5,1325,1093,0,2418,1,0,2,1,3,1,4,9,8,1,3,5,1993,2,3,983,3,3,3,250,154,216,0,0,0,0,0,,0,8,2008,WD,Normal,341000
719,720,20,RL,69,9920,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,5,6,1969,1969,Gable,2,HdBoard,Plywood,1,0,3,3,5,4,3,4,5,523,1,0,448,971,5,3,Y,5,971,0,0,971,0,0,1,1,3,1,3,5,8,1,1,5,1969,1,1,300,3,3,3,0,0,0,0,0,0,0,0,,0,5,2006,WD,Normal,128500
720,721,120,RL,,6563,2,0,3,2,4,3,2,StoneBr,Norm,Norm,1Fam,1,8,5,1985,1985,Gable,2,HdBoard,HdBoard,1,0,4,3,4,4,3,4,6,1148,1,0,594,1742,5,3,Y,5,1742,0,0,1742,1,0,2,0,2,1,4,5,8,1,3,5,1985,2,2,564,3,3,3,114,28,234,0,0,0,0,0,,0,12,2006,WD,Normal,275000
721,722,120,RM,,4426,2,0,4,4,4,5,3,CollgCr,Norm,Norm,TwnhsE,1,6,5,2004,2004,Gable,2,VinylSd,VinylSd,3,169,4,3,4,4,3,3,6,662,1,0,186,848,5,5,Y,5,848,0,0,848,1,0,1,0,1,1,4,3,8,0,0,5,2004,2,2,420,3,3,3,160,0,0,0,0,0,0,0,,0,5,2010,WD,Normal,143000
722,723,20,RL,70,8120,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,4,7,1970,1970,Gable,2,MetalSd,MetalSd,1,0,3,4,5,3,3,1,5,191,1,0,673,864,5,5,Y,5,864,0,0,864,0,0,1,0,3,1,3,5,8,0,0,1,1994,1,2,463,3,3,3,0,0,0,0,0,0,0,0,,0,7,2009,WD,Normal,124500
723,724,50,RL,60,8172,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,4,6,1954,1972,Gable,2,MetalSd,MetalSd,1,0,3,3,4,3,3,1,1,0,1,0,941,941,5,5,Y,5,997,473,0,1470,0,0,2,0,4,1,3,7,8,0,0,1,1958,1,1,548,3,3,3,0,0,0,0,156,0,0,0,,0,5,2008,WD,Normal,135000
724,725,20,RL,86,13286,2,0,3,4,4,5,3,Edwards,Norm,Norm,1Fam,1,9,5,2007,2008,Hip,2,CemntBd,CmentBd,5,340,5,3,4,5,3,1,6,1234,1,0,464,1698,5,5,Y,5,1698,0,0,1698,1,0,2,0,3,1,5,8,8,1,4,5,2007,3,3,768,3,3,3,327,64,0,0,0,0,0,0,,0,2,2009,WD,Normal,320000
725,726,20,RL,60,6960,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,4,6,1970,1970,Gable,2,HdBoard,Plywood,1,0,3,3,5,3,3,1,5,375,4,239,250,864,5,3,Y,5,864,0,0,864,0,0,1,0,3,1,4,5,8,0,0,1,1989,1,2,660,3,3,3,96,0,0,0,0,0,0,0,Shed,500,11,2009,WD,Normal,120500
726,727,20,RL,,21695,2,0,3,4,4,4,3,Crawfor,Norm,Norm,1Fam,1,6,9,1988,2007,Hip,2,Wd Sdng,Plywood,3,260,4,4,5,4,3,1,6,808,1,0,72,880,5,5,Y,5,1680,0,0,1680,1,0,2,0,3,1,4,5,8,1,4,5,1988,3,2,540,3,3,3,292,44,0,182,0,0,0,0,,0,12,2009,WD,Normal,222000
727,728,20,RL,64,7314,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2007,2007,Gable,2,VinylSd,VinylSd,5,82,4,3,4,4,3,3,6,724,1,0,508,1232,5,5,Y,5,1232,0,0,1232,1,0,2,0,2,1,4,6,8,0,0,5,2007,2,2,632,3,3,3,132,0,0,0,0,0,0,0,,0,2,2009,WD,Normal,194500
728,729,90,RL,85,11475,2,0,4,4,4,4,3,NAmes,Norm,Norm,Duplex,1,5,5,1958,1958,Gable,2,VinylSd,VinylSd,3,95,3,3,5,3,3,1,1,0,1,0,1584,1584,5,3,Y,5,1776,0,0,1776,1,0,2,0,4,2,3,9,8,0,0,1,1968,1,3,888,3,3,3,0,25,0,0,0,0,0,0,,0,7,2009,COD,Abnorml,110000
729,730,30,RM,52,6240,2,3,4,4,4,5,3,IDOTRR,Norm,Norm,1Fam,2,4,5,1925,1950,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,4,152,1,0,628,780,5,3,Y,4,848,0,360,1208,0,0,1,0,2,1,3,5,8,0,0,1,1962,1,2,539,3,3,3,0,23,112,0,0,0,0,0,,0,1,2009,WD,Normal,103000
730,731,120,RL,39,5389,2,0,3,4,4,5,3,StoneBr,Norm,Norm,TwnhsE,1,8,5,1995,1996,Gable,2,CemntBd,CmentBd,1,0,4,3,4,4,3,1,6,1180,1,0,415,1595,5,5,Y,5,1616,0,0,1616,1,0,2,0,2,1,4,5,8,1,3,5,1995,2,2,608,3,3,3,237,152,0,0,0,0,0,0,,0,3,2010,WD,Normal,236500
731,732,80,RL,73,9590,2,0,3,4,4,4,3,Timber,Norm,Norm,1Fam,8,7,5,2003,2003,Gable,2,VinylSd,VinylSd,3,442,4,3,4,5,3,3,6,786,1,0,82,868,5,5,Y,5,1146,0,0,1146,1,0,2,0,3,1,4,6,8,1,4,5,2003,3,2,438,3,3,3,160,22,0,0,0,0,0,0,,0,5,2007,WD,Normal,187500
732,733,60,RL,75,11404,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,1998,1999,Gable,2,VinylSd,VinylSd,3,202,4,3,4,4,3,3,5,252,1,0,901,1153,5,5,Y,5,1153,878,0,2031,0,0,2,1,3,1,4,8,8,1,3,5,1998,3,2,541,3,3,3,192,84,0,0,0,0,0,0,,0,7,2008,WD,Normal,222500
733,734,20,RL,80,10000,2,0,4,4,4,4,3,Sawyer,Feedr,Norm,1Fam,1,5,6,1961,1983,Hip,2,HdBoard,HdBoard,1,0,3,3,5,3,3,1,4,594,1,0,270,864,5,5,Y,5,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,3,5,1961,2,1,264,3,3,3,165,0,0,0,0,0,0,2,Shed,400,3,2009,WD,Normal,131400
734,735,20,RL,,8978,2,0,3,4,4,4,3,Sawyer,Norm,Norm,1Fam,1,5,5,1968,1968,Gable,2,Plywood,Plywood,1,0,3,3,4,3,3,1,1,0,1,0,948,948,5,3,Y,5,948,0,0,948,0,0,1,0,3,1,3,6,8,0,0,5,1968,1,1,300,3,3,3,147,0,0,0,0,0,0,0,,0,5,2007,WD,Family,108000
735,736,75,RM,60,10800,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,6,7,7,1914,1970,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,4,3,2,3,390,1,0,490,880,4,2,N,5,880,888,0,1768,0,0,1,1,2,1,3,6,8,2,3,1,1914,1,2,320,3,3,1,0,341,0,0,0,0,0,0,,0,10,2006,WD,Normal,163000
736,737,90,RL,60,8544,2,0,4,4,4,5,3,NAmes,Norm,Norm,Duplex,1,3,4,1950,1950,Gable,2,Stucco,Stone,1,0,3,3,5,0,0,0,0,0,0,0,0,0,5,4,N,2,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,1,1949,1,2,400,3,3,3,0,0,0,0,0,0,0,0,,0,7,2006,WD,Normal,93500
737,738,60,RL,72,10463,2,0,3,2,4,3,3,Gilbert,Norm,Norm,1Fam,4,8,5,2005,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,893,893,5,5,Y,5,901,900,0,1801,0,0,2,1,3,1,4,8,8,1,4,5,2005,3,3,800,3,3,3,0,116,0,0,0,0,0,0,,0,6,2006,WD,Normal,239900
738,739,90,RL,60,10800,2,0,4,4,4,5,3,Edwards,Norm,Norm,Duplex,1,5,5,1987,1988,Gable,2,Plywood,Plywood,1,0,3,3,5,4,4,4,6,1200,1,0,0,1200,5,3,Y,5,1200,0,0,1200,3,0,3,0,3,1,3,5,8,0,0,0,0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,,0,3,2009,WD,Alloca,179000
739,740,60,RL,65,9313,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,2004,2004,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,864,864,5,5,Y,5,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,0,5,2004,2,2,572,3,3,3,187,56,0,0,0,0,0,0,,0,4,2009,WD,Normal,190000
740,741,70,RM,60,9600,2,3,4,4,4,5,3,OldTown,Norm,Norm,1Fam,4,5,7,1910,2002,Gable,2,Wd Sdng,Wd Shng,1,0,3,4,6,2,2,1,1,0,1,0,264,264,5,5,Y,5,768,664,0,1432,0,0,2,0,2,1,3,7,8,0,0,1,1910,1,2,360,3,4,3,270,0,112,0,0,0,0,4,,0,5,2007,WD,Abnorml,132000
741,742,20,RL,65,6768,2,0,3,4,4,5,3,Sawyer,Feedr,Norm,1Fam,1,6,8,1961,1996,Hip,2,HdBoard,HdBoard,1,0,3,4,5,3,3,2,6,832,1,0,80,912,5,4,Y,5,912,0,0,912,1,1,1,0,3,1,4,5,8,0,0,1,1962,1,1,288,3,3,3,168,0,0,0,0,0,0,4,,0,5,2008,WD,Normal,142000
742,743,20,RL,65,8450,2,0,4,4,4,5,3,SawyerW,Norm,Norm,1Fam,1,7,5,2000,2001,Gable,2,VinylSd,VinylSd,3,108,3,3,4,4,3,1,1,0,1,0,1349,1349,5,5,Y,5,1349,0,0,1349,0,0,2,0,3,1,3,6,8,0,0,5,2000,1,2,539,3,3,3,120,55,0,0,0,0,0,4,,0,12,2007,WD,Normal,179000
743,744,80,RL,70,12886,2,0,3,4,4,5,3,Sawyer,Norm,Norm,1Fam,8,5,6,1963,1999,Gable,2,HdBoard,HdBoard,1,0,3,3,5,4,3,3,5,444,1,0,76,520,5,5,Y,5,1464,0,0,1464,0,1,2,0,3,1,3,6,6,1,3,5,1997,2,2,480,3,3,3,302,0,0,0,100,0,0,0,,0,10,2009,WD,Normal,175000
744,745,120,RL,41,5395,2,0,3,2,4,5,3,StoneBr,Norm,Norm,TwnhsE,1,8,5,1993,1993,Gable,2,HdBoard,HdBoard,1,0,4,3,4,4,3,1,6,733,1,0,604,1337,5,4,Y,5,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,3,5,1993,2,2,462,3,3,3,96,0,70,168,0,0,0,0,,0,10,2008,WD,Normal,180000
745,746,60,RL,,8963,2,0,3,4,4,5,3,NWAmes,Norm,Norm,1Fam,4,8,9,1976,1996,Hip,2,VinylSd,VinylSd,3,289,5,4,5,3,4,1,6,575,5,80,487,1142,5,5,Y,5,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,3,3,1994,3,2,831,3,3,3,0,204,0,0,0,0,0,0,,0,7,2008,WD,Normal,299800
746,747,60,RL,,8795,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,7,5,2000,2000,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,300,1,0,652,952,5,5,Y,5,980,1276,0,2256,0,0,2,1,4,1,4,8,8,1,3,3,2000,3,2,554,3,3,3,224,54,0,0,0,0,0,0,,0,4,2009,WD,Normal,236000
747,748,70,RM,65,11700,2,2,3,4,4,4,3,OldTown,Norm,Norm,1Fam,4,7,7,1880,2003,Mansard,2,Stucco,Stucco,1,0,4,3,2,3,2,1,1,0,1,0,1240,1240,4,3,N,5,1320,1320,0,2640,0,0,1,1,4,1,4,8,8,1,4,1,1950,1,4,864,3,3,1,181,0,386,0,0,0,0,0,,0,5,2009,WD,Normal,265979
748,749,20,RL,59,10593,2,0,3,4,4,5,3,NoRidge,Norm,Norm,1Fam,1,7,5,1996,1996,Hip,2,VinylSd,VinylSd,3,338,4,3,4,4,3,1,6,919,1,0,801,1720,5,5,Y,5,1720,0,0,1720,1,0,2,0,3,1,4,7,8,1,3,5,1996,3,2,527,3,3,3,240,56,154,0,0,0,0,0,,0,3,2010,WD,Normal,260400
749,750,50,RL,50,8405,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,4,3,1945,1950,Gable,2,WdShing,Wd Shng,1,0,3,3,3,0,0,0,0,0,0,0,0,0,1,3,N,2,1088,441,0,1529,0,0,2,0,4,1,3,9,5,0,0,1,1945,1,1,240,3,3,1,92,0,185,0,0,0,0,0,,0,4,2009,WD,Normal,98000
750,751,50,RM,55,8800,2,3,4,4,4,4,3,OldTown,Norm,Norm,1Fam,2,4,7,1910,2004,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,2,1,1,0,1,0,576,576,5,4,Y,5,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,0,0,0,0,0,0,0,0,1,0,160,0,0,0,0,0,0,,0,6,2010,WD,Normal,96500
751,752,60,RL,,7750,2,0,4,4,4,5,3,Gilbert,RRAn,Norm,1Fam,4,7,5,2003,2003,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,660,660,5,5,Y,5,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,0,5,2003,3,2,400,3,3,3,0,48,0,0,0,0,0,0,,0,8,2007,WD,Normal,162000
752,753,20,RL,79,9236,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,6,5,1997,1997,Gable,2,VinylSd,VinylSd,1,0,3,4,4,4,3,4,6,1200,1,0,279,1479,5,5,Y,5,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,0,5,1997,2,2,576,3,3,3,168,27,0,0,0,0,0,0,,0,7,2006,WD,Normal,217000
753,754,60,RL,80,10240,2,0,4,4,4,5,3,NridgHt,Norm,Norm,1Fam,4,8,5,2005,2005,Gable,2,VinylSd,VinylSd,3,178,4,3,4,4,3,2,1,0,1,0,1030,1030,5,4,Y,5,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,4,5,2005,2,3,878,3,3,3,192,52,0,0,0,0,0,0,,0,3,2006,WD,Normal,275500
754,755,20,RL,61,7930,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,8,1969,2005,Gable,2,Plywood,Plywood,1,0,3,3,5,3,3,1,6,439,2,472,115,1026,5,4,Y,5,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,0,1,1969,2,2,440,3,3,3,171,48,0,0,0,0,0,0,,0,7,2009,WD,Normal,156000
755,756,160,FV,34,3230,2,2,4,4,4,5,3,Somerst,Norm,Norm,TwnhsE,4,6,5,1999,1999,Gable,2,MetalSd,MetalSd,3,894,3,3,4,4,3,1,6,381,1,0,348,729,5,4,Y,5,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,0,1,1999,1,2,440,3,3,3,0,24,0,0,0,0,0,0,,0,3,2009,WD,Normal,172500
756,757,60,RL,68,10769,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,8,5,2007,2007,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,6,20,1,0,846,866,5,5,Y,5,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,0,5,2007,2,2,578,3,3,3,144,105,0,0,0,0,0,0,,0,4,2009,WD,Normal,212000
757,758,60,RL,,11616,2,0,3,4,4,3,3,Sawyer,Norm,Norm,1Fam,4,6,5,1978,1978,Hip,2,HdBoard,HdBoard,4,328,3,3,5,3,3,2,3,438,1,0,234,672,5,3,Y,5,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,3,5,1978,3,2,440,3,3,3,335,0,0,0,0,0,0,4,,0,4,2010,WD,Abnorml,158900
758,759,160,FV,24,2280,2,2,4,4,4,5,3,Somerst,Norm,Norm,Twnhs,4,7,5,1999,1999,Gable,2,MetalSd,MetalSd,3,360,3,3,4,4,3,1,5,549,1,0,195,744,5,4,Y,5,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,0,1,1999,1,2,440,3,3,3,0,0,0,0,0,0,0,0,,0,8,2008,WD,Normal,179400
759,760,60,RL,65,12257,2,0,3,4,4,5,3,NoRidge,Norm,Norm,1Fam,4,8,5,1995,1995,Gable,2,VinylSd,VinylSd,3,513,4,3,4,4,3,3,2,56,5,64,1198,1318,5,5,Y,5,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,3,5,1995,2,3,752,3,3,3,222,98,0,0,0,0,0,0,,0,11,2007,WD,Normal,290000
760,761,20,RL,70,9100,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,6,1959,1959,Hip,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,3,612,1,0,252,864,5,5,Y,5,864,0,0,864,0,0,1,0,2,1,3,5,8,0,0,1,2008,1,1,300,5,5,3,0,0,0,0,0,0,0,0,Shed,450,10,2009,WD,Normal,127500
761,762,30,RM,60,6911,2,0,4,4,4,2,3,BrkSide,Feedr,Norm,1Fam,1,5,5,1924,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,3,3,2,2,405,1,0,740,1145,5,3,Y,5,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,1,1965,1,2,440,3,3,3,0,0,0,0,0,0,0,0,,0,10,2009,WD,Normal,100000
