MSSubClass,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,CentralAir_N,CentralAir_Y,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
20,6600,2,0,4,4,4,5,3,1,5,8,1982,2003,2,3,4,4,3,4,1,6,816,1,0,0,816,5,5,816,0,0,816,1,0,1,0,2,1,3,4,8,0,0,1,1985,3,2,816,3,3,3,0,0,0,0,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,4435,2,0,4,4,4,5,3,1,6,5,2003,2003,2,4,3,4,4,3,3,6,685,1,0,163,848,5,5,848,0,0,848,1,0,1,0,1,1,4,4,8,0,0,5,2003,3,2,420,3,3,3,140,0,0,0,0,0,0,0,0,5,2009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,7990,2,0,3,4,4,5,3,1,5,6,1975,1975,2,3,3,5,4,3,1,1,0,1,0,924,924,5,3,924,0,0,924,0,0,1,0,3,1,3,5,8,0,0,1,1981,1,1,280,3,3,3,0,0,0,0,0,0,0,3,0,4,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,11302,2,0,3,4,4,5,3,1,8,5,2005,2006,2,4,3,4,4,3,4,6,1422,1,0,392,1814,5,5,1826,0,0,1826,1,0,2,0,3,1,4,7,8,1,3,5,2005,3,3,758,3,3,3,180,75,0,0,120,0,0,0,0,8,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70,3600,2,3,4,4,4,5,3,4,6,7,1910,1993,2,3,3,5,3,3,1,1,0,1,0,684,684,5,5,684,684,0,1368,0,0,1,0,3,1,3,7,8,0,0,1,1930,1,1,216,3,2,1,0,158,0,0,0,0,0,0,0,10,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,3922,2,0,4,4,4,5,3,1,7,5,2006,2007,2,4,3,4,5,3,3,1,0,1,0,1258,1258,5,5,1402,0,0,1402,0,2,0,2,2,1,4,7,8,1,4,5,2006,3,3,648,3,3,3,120,16,0,0,0,0,0,0,0,2,2007,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,12984,2,0,4,3,4,5,3,1,5,6,1977,1977,2,3,3,5,4,3,2,5,1283,2,147,0,1430,5,5,1647,0,0,1647,1,0,2,0,3,1,4,7,8,1,3,5,1977,3,2,621,3,3,3,0,0,0,0,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,1950,2,0,4,4,4,5,3,4,6,6,1980,1980,2,3,4,5,4,3,1,2,81,6,612,23,716,5,3,716,840,0,1556,1,0,2,1,3,1,3,6,8,1,3,5,1980,3,2,452,3,3,3,161,0,0,0,0,0,0,4,0,7,2008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,10927,2,0,4,4,4,5,3,4,8,5,2005,2005,2,4,3,4,4,3,3,6,546,1,0,512,1058,5,5,1058,846,0,1904,1,0,2,1,3,1,5,8,8,1,4,3,2003,3,2,736,3,3,3,179,60,0,0,0,0,0,0,0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,9000,2,0,4,3,4,5,3,2,6,6,1937,1950,2,3,4,4,3,3,1,1,0,1,0,780,780,5,3,780,595,0,1375,0,0,1,1,3,1,4,6,8,1,4,1,1979,1,1,544,3,3,2,0,162,0,0,126,0,0,0,0,12,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,10041,2,0,3,4,4,5,3,4,8,5,1992,1992,2,4,3,4,4,3,2,6,789,1,0,119,908,5,5,927,988,0,1915,1,0,2,1,3,1,4,8,8,1,3,5,1992,3,2,506,3,3,3,120,150,0,0,0,0,0,0,0,2,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
160,3182,2,2,4,4,4,5,3,4,7,5,2004,2005,2,4,3,4,4,3,1,1,0,1,0,600,600,5,5,600,600,0,1200,0,0,2,1,2,1,4,4,8,0,0,1,2004,2,2,480,3,3,3,0,172,0,0,0,0,0,0,0,6,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,12803,2,0,3,4,4,5,3,1,7,5,2002,2002,2,4,3,4,4,3,2,6,922,1,0,572,1494,5,5,1494,0,0,1494,1,0,2,0,3,1,4,6,8,1,3,5,2002,2,2,530,3,3,3,192,36,0,0,0,0,0,0,0,9,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,13600,2,0,4,4,4,5,3,4,7,6,1965,1990,2,3,3,5,3,3,1,4,454,1,0,314,768,5,3,1186,800,0,1986,0,0,2,1,3,1,3,7,8,3,2,5,1965,1,2,486,3,3,3,0,42,0,0,189,0,0,0,0,10,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,12464,2,0,2,2,4,4,2,1,5,5,1996,1996,2,3,4,4,4,3,1,6,732,1,0,308,1040,5,4,1040,0,0,1040,1,0,1,0,3,1,4,6,8,0,0,1,2000,1,2,576,3,3,3,168,0,0,0,0,0,0,4,0,11,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,7800,2,0,4,3,4,5,2,4,5,8,1948,2002,2,3,4,5,3,4,1,6,603,1,0,293,896,5,5,1112,896,0,2008,1,0,3,0,3,1,5,8,8,0,0,5,1948,1,1,230,3,3,3,103,0,0,0,0,0,0,0,0,8,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,12168,2,0,4,2,4,5,2,4,8,6,1934,1998,2,3,3,4,4,3,2,4,428,1,0,537,965,5,3,1940,1254,0,3194,0,0,2,1,4,1,3,10,8,2,4,4,1934,1,2,380,3,3,3,0,0,0,0,0,0,0,0,0,9,2007,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,7943,2,0,4,4,4,5,3,1,4,5,1961,1961,2,3,2,5,3,3,2,3,903,1,0,126,1029,5,4,1029,0,0,1029,1,0,1,0,3,1,3,5,8,0,0,5,1961,1,1,261,3,3,3,64,0,39,0,0,0,0,0,0,4,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,11050,2,0,4,4,4,5,3,4,9,5,2000,2000,2,4,3,4,5,3,2,6,904,1,0,536,1440,5,5,1476,677,0,2153,1,0,2,1,3,1,5,8,8,2,5,5,2000,3,3,736,3,3,3,253,142,0,0,0,0,0,0,0,5,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,10395,2,0,3,4,4,2,3,8,6,6,1978,1978,2,3,3,5,4,3,3,5,605,1,0,427,1032,5,3,1032,0,0,1032,0,1,2,0,3,1,3,6,8,1,3,5,1978,1,2,564,3,3,3,0,0,0,0,0,0,0,3,500,7,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,11885,2,0,4,4,4,5,3,4,8,5,2001,2001,2,4,3,4,4,3,3,6,990,1,0,309,1299,5,5,1299,573,0,1872,1,0,2,1,3,1,5,7,8,1,3,3,2001,2,2,531,3,3,3,160,122,0,0,0,0,0,0,0,11,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8402,2,0,4,4,4,5,3,1,5,5,2007,2007,2,3,3,4,4,3,1,5,206,1,0,914,1120,5,5,1120,0,0,1120,0,0,1,0,3,1,3,6,8,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,12,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
180,1491,2,0,4,4,4,5,3,7,4,6,1972,1972,2,3,3,5,4,3,3,2,150,6,480,0,630,5,5,630,0,0,630,1,0,1,0,1,1,3,3,8,0,0,0,0,0,0,0,0,0,3,96,24,0,0,0,0,0,0,0,5,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
85,8800,2,0,4,4,4,5,3,7,6,7,1963,1963,2,3,4,4,3,3,4,6,763,1,0,173,936,5,5,1054,0,0,1054,1,0,1,0,3,1,4,6,8,0,0,5,1963,2,2,480,3,3,3,120,0,0,0,0,0,0,3,0,5,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60,7861,2,0,3,4,4,5,3,4,6,5,2002,2003,2,4,3,4,4,3,1,6,457,1,0,326,783,5,5,807,702,0,1509,1,0,2,1,3,1,4,7,8,1,4,5,2002,3,2,393,3,3,3,100,75,0,0,0,0,0,0,0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
45,7227,2,0,4,2,4,4,2,3,6,6,1954,1954,2,3,3,5,3,3,1,1,0,1,0,832,832,5,4,832,0,0,832,0,0,1,0,2,1,4,4,8,0,0,1,1962,1,2,528,3,3,3,0,0,0,0,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,11694,2,0,4,4,4,5,3,1,9,5,2007,2007,2,5,3,4,5,3,3,6,48,1,0,1774,1822,5,5,1828,0,0,1828,0,0,2,0,3,1,4,9,8,1,4,5,2007,1,3,774,3,3,3,0,108,0,0,260,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,12244,2,0,4,4,4,5,3,4,8,5,2003,2003,2,4,3,4,4,3,4,6,871,1,0,611,1482,5,5,1482,780,0,2262,1,0,2,1,4,1,4,10,8,2,4,5,2003,3,3,749,3,3,3,168,0,0,0,0,0,0,0,0,8,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,8248,2,3,4,4,4,5,3,1,3,3,1914,1950,2,3,3,6,3,3,1,4,41,1,0,823,864,5,3,864,0,0,864,1,0,1,0,2,1,3,5,8,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,9,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,10800,2,0,4,4,4,5,3,4,6,7,1974,1997,2,3,3,5,3,3,1,5,956,3,182,384,1522,5,3,1548,1066,0,2614,0,0,2,1,4,1,3,9,8,1,3,5,1974,2,2,624,3,3,3,38,243,0,0,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,7064,2,0,4,4,4,5,3,1,5,6,1977,1977,2,3,3,5,3,3,1,4,560,1,0,420,980,5,3,980,0,0,980,0,0,1,0,3,1,3,6,8,0,0,1,1986,1,2,484,3,3,3,192,0,0,0,0,0,0,0,0,7,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,2117,2,0,4,4,4,5,3,4,6,5,2000,2000,2,4,3,4,4,3,1,6,420,1,0,336,756,5,5,756,756,0,1512,0,0,2,1,2,1,4,4,8,1,3,1,2000,1,2,440,3,3,3,0,32,0,0,0,0,0,0,0,6,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,10400,2,0,4,4,4,5,3,4,6,5,1972,1972,2,3,3,5,3,3,1,3,247,1,0,485,732,5,4,1012,778,0,1790,1,0,1,2,4,1,3,8,6,1,3,5,1972,2,2,484,3,3,3,148,0,0,0,147,0,0,0,0,11,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,10000,2,0,3,4,4,4,3,1,6,6,1962,1962,2,3,3,5,3,3,1,1,0,1,0,1116,1116,5,3,1116,0,0,1116,0,0,1,1,3,1,3,5,8,0,0,5,1962,1,2,440,3,3,3,0,0,0,0,385,0,0,0,0,2,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
